Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres,plot_summary
19168185,/m/04ldc1b,9 Dead Gay Guys,2003.0,26377.0,83.0,['English Language'],['United Kingdom'],"['LGBT', 'Gay', 'Gay Interest', 'Comedy', 'Gay Themed', 'Black comedy']",2000.0,Europe,"['Gay', 'Comedy', 'LGBT']","This is the story of two lads from Belfast as they stumble their way through the London gay underworld in search of ""gainful employment,"" that is, the offering of sexual favours to older gay men in order to subsidize their respective giros. However, when one of the lads accidentally shags a punter to death, they are forced to look for 'work' elsewhere. It is then that they discover the myth of 'The Bread in the Bed' - a huge bed full of money. Nine dead gay guys are the result of the ensuing caper as the lads begin the search for the bed."
7014201,/m/0h09nh,Ernest Goes to School,1994.0,,89.0,['English Language'],['United States of America'],"['Family Film', 'Comedy', 'Slapstick']",1990.0,North America,"['Family', 'Comedy', 'Slapstick']","{{plot}} Ernest  works as a janitor at Chickasaw Falls High School, which is facing closure due to the School Board's decision to merge other schools in the area. There is also a new rule: All employees are required to have graduated. Ernest never did. Ernest has two choices as a result: Redo grade twelve at the school with regular courses and potentially graduate, or lose his job. Ernest reluctantly decides to redo school and enters the student body, attending regular classes and performing usual student activities, but all not with a little catastrophe or predicament or distraction. Soon the principal tells him he's failing and that he may as well forget about the experiment. As Ernest is off sulking about it, two science teachers show up in his locker to reveal their biggest experiment to him - a potential brain accelerator. They make Ernest their ""Joe Kraig"" and see what happens. Right after it happens Joe starts eating food that Marie made. In fact, he makes sure everyone knows that food is good but its not as good as MAURIE'S cooking. It's successful and Ernest becomes Joe Kraig. He is extremely proficient at virtually everything from mathematics to drama to music, to knowing the do's and don'ts of police work, along with driving like a maniac. The only downside is that his personality turns to knowing absolutely everything and superior, alienating him from his friends. He impresses his teachers and it seems he's well on the way to graduating with top marks. He also tells Willie how to fix cars, and what to about putting a new engine in a car. While showing Willie how to put an engine in, he goes and buys a coke and then buys another coke and buys another coke after that because he always has to have a coke. While Ernest/Joe is doing well, Ms. Flugal, who is Ernest's love interest in the film, makes him band conductor and puts him in charge the young women and directing the marching band in preparation for the half-time show during the football game. Ernest/Joe diligently does so and instructs the whole band to watch him if anything wrong happens. This rule is very instrumental in the ending result. He also goes around and talks to people who are going through divorces and strongly urges them not to go through with it, despite his own divorce. In fact, one scene is of him going to Bruce's house and telling him to no get a divorce, that they should work it out. Before he leaves Bruce's house he gets a coke and starts drinking it and swishing it around in his mouth, and lets Candice's dad know he can't come to the wedding. He says 'A year from now they will be getting married, BUT YOU CAN""T COME!"" He then gets in his car and see's how many people he can cut off and how far over the speed limit he can go. Eventually two bullies find out about Ernest's secret by watching him descend into his locker to recharge his intelligence. They in turn destroy the accelerator right before the night of the football game. The whole procession is ultimately ruined when Ernest realizes he can't recharge and has to direct the band with his usual mind and intelligence. He spends the whole disastrous affair with his head inserted in a tuba which resulted after he descended toward the band from the podium in his clumsiness. He in turn disappoints the band, the audience who had to run from the resulting fire, the principal, and most of all Ms. Flugal. Depressed, with the knowledge that he can't recharge his head any more, Ernest starts packing his things until he finds three of his friends mocking him. They force Ernest haplessly through days of study for the final exam, but Ernest proves hopeless. On the day of the big exam he's about to go in but before he does the scientists tell him excitedly that the Brain Accelerator has been repaired. Feeling for his friends who laboured with him all that time, he refuses and enters the exam. During final part of the movie the football game finals take place. During the game the board inspector, who personally wants the merger to happen, bribes the football coach into purposely losing the game against the rival team. With a board trustee in attendance, , making the school lose and inevitably close would make the merger possible. The coach accepts, resulting in the football team losing every play. Meanwhile, Ernest is still in charge in the marching band. Using his own ideas he comes up with small routines during the half-time show. On the other hand, other members of the band are informed of the fix on the game and sneak off. With the help of the two science teachers, they infiltrate the locker room with sleeping gas, effectively replacing the football team to win the game themselves. During the game between the rival team and the replacements, the two scientists reveal to Ernest their new brain accelerator. He immediately charges up and becomes the coach for the team. With his new intelligent strategies the tide turns and they start winning. However, in the last play of the game Ernest forgets to recharge and loses his intelligence while in play. He ends up rolling down field on a drum after the ball that was thrown and flies into the end zone, catching it. The team wins just as the football players arrive from the locker room in bewilderment and the board trustee is informed of the instructor's actions and intentions and the coach's involvement. In the end the school stays open  and both the coach and the inspector lose their jobs respectively. It's revealed that Ernest passed the exam and so graduates, keeping his job."
30710263,/m/0g9_hjj,Fighter,2011.0,,160.0,[],['India'],['Action'],2010.0,Asia,['Action/Adventure'],"The film starts with a flashback. ACP Bose  is a sincere police officer happily married and lives with his parents and younger brother Surya Jeet. Surjo is a college student and he falls in love with his classmate Indu Srabanti Chatterjee. Enter Section Shankar, Bharat Kaul, the villain who is notorious for settlements and land deals. Indu comes across ACP Bose when she is on a field trip from her college with her friends. She gets friendly with his daughter Pinky who tells her that she would get her introduced to her uncle Surya and they would make a good pair. It turns out that Surya studies in Indu’s college and soon after they accidentally even come to know each other and get close. ACP Bose investigates the case of a dreaded criminal Section Shankar whom no one has been able to touch. He is even involved with a land deal involving crores of money which is completely illegal and others including the D.I.G is involved. When the chairman of the bank who has lent money for the deal demand the money back as the deal hasn’t worked, but Section Shankar eliminates him. The people who are customers of the bank take to the streets and try to damage the bank.ACP Bose arrives there, arrests the manager and takes him away. Somehow Section Shankar comes to know where the manager has been taken .He arrives there with his men and the D.I.G and nearly kill ACP Bose. Section Shankar asks his men to dump the body. On the way, somehow Surya gets involved and ultimately rescues his brother from a burning bus and the elder brother dies in the younger brother’s arms. The entire media and the people think that ACP Bose has swindled off all the money as they have been made to believe that by the D.I.G.Surya decides to take revenge on the people who killed his brother. Firstly he kills Nikhil  .Then he kills the D.I.G .Nikhil had also kidnapped Indu as he wants her at any cost, but Surya rescues her. Section Shankar also kidnaps the entire family of Surya.Surya goes to Section Shankar house’s where he kills Shankar and rescues his family under the supervision of the new D.I.G who supports him wholeheartedly."
15234387,/m/03hmvds,A Flower in Hell,1958.0,,86.0,['Korean Language'],['South Korea'],"['Crime Fiction', 'Drama']",1950.0,Asia,"['Drama', 'Fiction']","A young man comes to Seoul from the country in search of his older brother, who turns out to be making a living with a group of thieves who boost goods from the U.S. Army base and sell them on the black market. Both brothers become romantically involved with the same prostitute.Synopsis from {{cite web}}"
15386228,/m/03m6sts,WΔZ,2008.0,,104.0,['English Language'],"['United States of America', 'United Kingdom']","['Thriller', 'Crime Thriller', 'Psychological thriller']",2000.0,North America,['Thriller'],"There is something horribly wrong with the bodies found in the dark city streets. Some are mutilated while others have the Price equation (wΔz = Cov  carved into their flesh. Detective Eddie Argo and his new partner Helen Westcott unearth the meaning of the odd equation and realise each victim is being offered a gruesome choice: kill your loved ones, or be killed. Before long it becomes clear that the perpetrator has suffered a similar fate and is now coping by seeking a way to solve this philosophical dilemma."
12835282,/m/02x6x1t,Bombay to Goa,2007.0,,,['Hindi Language'],['India'],['Comedy'],2000.0,Asia,['Comedy'],"The film revolves around two people. Lal is an ambitious guy who wants to start his own business and make it big in life. Das is a loudmouth, and a very arrogant person. The two manage to get hold of 5000 rupees and they open a vada pav centre. As luck would have it, Lal wins Rs. 2 lakhs in a contest. The duo plan to start a travel agency. Since they do not have enough money to buy a vehicle, they use spare parts of old cars to create a bus. Trusting Das to come up with a good make of a bus, he blindly hands over the prize money to him. Lal manages to get passengers for their first ride. But when the bus comes all hell breaks loose with people demanding their money back. But when the passengers are forced to ride in it, it leads to a rat race for them and the bus owner duo, for some golden ornaments, which they somehow manage to find under a statue which they pulled down, but the gold is seized by the police. After the police are off with the gold, the passengers as well as the bus owner duo begin to repent their greed and decide to do a ""philanthropic"" job by fixing the fallen statue. But trying to fix the statue they manage to break it into pieces. Inside is a pack of diamonds. Lal thanks God for the reward and everybody gets their share of the diamonds."
20395814,/m/04z_xdd,Land Down Under,2009.0,,118.0,"['Tagalog language', 'English Language']",['Philippines'],"['Romantic comedy', 'World cinema', 'Filipino Movies', 'Drama', 'Romantic drama', 'Romance Film']",2000.0,Asia,"['Drama', 'World', 'Filipino', 'Romance']","{{Plot}} Arah  dreams of a better life—different from the life she knows in Bukidnon. Ranches everywhere are closing one by one. The glory her hometown once knew was slowly disappearing in favour of life abroad, particularly in Australia. Arah believes this too. Australia will save them from poverty. But Migo  does not share this belief. He believes that Bukidnon’s glory will return if only people didn’t leave. When Arah’s father suddenly encounters an accident, Arah is left with no choice but to seek better opportunities to earn money. Arah, in desperation accepts money from the Australian rancher Brian in exchange for a contract. Her decision breaks Migo’s heart. The two part ways, their problems unresolved. With the help of her co-workers, especially her new found friend, Ina , Arah slowly adjusted to the life in Australia. She is willing to hold her ground and tough it up along with the boys just to fulfill her dreams for herself and her family. It was this determination that caught the attention of the cold and mysterious Brian. Meanwhile, Migo was experiencing his own wave of reality. Bukidnon is not what it used to be. And fighting to keep a ranch alive and working is something he cannot do without enough experience. Despite his enthusiasm and hard work, his investments crumble slowly until he is left with nothing but a humbling realization—there is money in Australia, but his dreams shouldn’t really end there. Migo decides to give the land down under a try. With fierce hopes of earning back what he lost, he flies to Australia, to the land where his beloved Arah went when she left him for her dreams. Suddenly, Migo’s presence at the ranch is making Arah suspicious. It’s been years—why is he suddenly there? But destiny has other plans for the two. By a simple twist of fate, the two are thrown together on an errand. The close proximity forces the two to confront their past. And undeniably, their feelings for each other resurface. Will Arah let Migo in her heart again or will she let him go completely for the sake of Brian and her family? And will Migo find the courage to fight for her or learn to accept that he has lost her forever?"
2243660,/m/06yr6d,D.C. Cab,1983.0,,100.0,['English Language'],['United States of America'],"['Action/Adventure', 'Action', 'Comedy', 'Workplace Comedy']",1980.0,North America,"['Action/Adventure', 'Comedy']","Naive but good natured young man Albert Hockenberry  arrives in Washington, D.C. with plans to work for his late father's army buddy Harold , owner of the run-down taxicab company D.C. Cab. Aware of the sorry state of his business and from the growing competition from the popular Emerald Cab Company, Harold wants to clean it up but doesn't have the financial means to do so. Complicating matters is the motley group of cab drivers that he has working for him. They all see driving as a dead end job while they wait for better lives, until Albert inspires them to work as a team. A valuable violin is found in one of the cabs earning Harold and his wife a $10,000 reward as owners of the cab. Harold wants to share the money with the drivers and let them invest in the cab company as partners. However, his greedy wife Myrna picks up the reward money and tosses Harold and Albert's belongings out of the house. The cabbies are not happy about losing their share of the reward, and Albert decides to donate his own money to the cab company and convinces the drivers to stay and make something of the company and themselves. The cabbies completely overhaul the entire business and the revitalized company soon supplants Emerald Cab as the most popular in the city. Later on, the cabbies work together to rescue Albert and a diplomat's two children after they're kidnapped."
31482004,/m/0glszjr,Kottaram Veettile Apputtan,1998.0,,,['Malayalam Language'],[],"['Romance Film', 'Comedy-drama']",1990.0,Unknown,"['Drama', 'Romance']","The film tells the story of a rich orphan - Apputtan, a generous and liberal man. He helps settle the financial woes of people in the village. He is attracted to a girl whose education he has been sponsoring. But her response to his love after becoming a doctor at his expense, was something Apputtan had least expected. As Apputtan has studied only up to high school, she treats him like an illiterate. The film ends well with the girl developing interest towards Apputtan.{{cite web}}"
15493185,/m/03mc2bj,Hooked on You,2007.0,,97.0,"['Standard Mandarin', 'English Language', 'Cantonese']",['Hong Kong'],"['Romantic comedy', 'World cinema', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film', 'Chinese Movies']",2000.0,Asia,"['Drama', 'Chinese Movies', 'Comedy', 'World', 'Romance']","Miu, a fishmonger at the Prosperity Market. Because of her father’s debt she gives herself three years to work at the Wet market. She promises herself that she’s going to leave the wet market and find a man worthy of her. At the market she always quarrel with her neighbor stall Mr. Fish . But when a new supermarket threatens their business at the Prosperity Market they work together to fight against it."
