Unnamed: 0.1,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres,Plot_summary,level_0,vietnam,cold_war,irak_war,ww2,technology,economy,health,gender_equality,migration,year
9,18,32456683,/m/0gyryjt,Die Fahne von Kriwoj Rog,1967.0,,108.0,['German Language'],['German Democratic Republic'],[],1960.0,Europe,[nan],Otto Brosowski communist miner writes miners Soviet city Krivoy Rog telling harsh conditions friends work capitalist owners copper mine demand harder work receives Red Banner Nazis seize power Otto family hide flag authorities taking great personal risks 1945 Second World War nears end town occupied Americans also wish steel Banner July 1945 Americans retreat allow Red Army take area Brosowski family takes flag heads meet Soviets,6463.0,0,1,0.14157933,1,0,0,0,0,0,1967.0
65,132,22985953,/m/064kyn2,Beachhead,1954.0,1400000.0,90.0,[],['United States of America'],"['Action/Adventure', 'Action', 'Drama', 'Film adaptation', 'War film']",1950.0,North America,"['Film adaptation', 'Action/Adventure', 'Drama', 'War']",Expand section late October 1943 battalion US Marines landed Choiseul Island create diversion impending Allied invasion Japanese held Bougainville Island Four Frank Lovejoy Tony Curtis Skip Homeier Alan Wells selected reconnaissance patrol find French planter daughter Mary Murphy sent message Allies patrol must confirm message authentic planter still alive give Marines valuable information needed successful amphibious landing Allied forces,17678.0,1,0,0.07936941,1,0,0,0,0,0,1954.0
115,241,5261530,/m/0dbfgz,Carter’s Army,1970.0,,90.0,['English Language'],['United States of America'],"['Action/Adventure', 'Suspense', 'War film']",1970.0,North America,"['Suspense', 'Action/Adventure', 'War']",redneck officer put charge squad black troops charged mission securing important hydro dam Nazi Germany failure would delay Allied advance Germany thus prolonging war AfricanAmericans relegated cleaning latrines therefore little real military training Captain Beau Carter choice leads ragtag unit secure dam men reveal heroic,1863.0,0,0,0.1306874,1,0,0,0,0,0,1970.0
118,245,30109815,/m/0b447t7,Rogues' Regiment,1948.0,,86.0,['English Language'],['United States of America'],"['Thriller', 'Action', 'Adventure', 'Spy']",1940.0,North America,"['Thriller', 'Action/Adventure', 'Spy']",American Intelligence Agent Nazi hunter trail former SS war criminal reminiscent Martin Bormannhttpmoviesnytimescommoviereviewres9902EFD7163FE03ABC4851DFB4678383659EDE believed hiding French Foreign Legion Indochina,9059.0,1,0,0.20520598,1,0,0,0,0,0,1948.0
121,250,27365295,/m/0bb_l75,Hell Boats,1970.0,,95.0,['English Language'],['United States of America'],"['Adventure', 'Combat Films']",1970.0,North America,"['Combat Films', 'Action/Adventure']",1941 Lt Commander Jeffords American serving Royal Navy assigned Valletta Malta command flotilla Motor Torpedo Boats top secret mission Jeffords granted permission take friend Chief Petty Officer Yacov Palestinian scrounging spare parts sunken craft battered flotilla able piece together three seaworthy craft Jeffords mission destroy former Italian submarine base Augusta Sicily contains Germans Fritz X glide bombs taking heavy toll British shipping bombs stored former submarine pens tunnelled inside mountain aerial attack unfeasibile Jeffords determine accomplish mission duty Jeffords meets woman bathing nude turns wife commanding officer Jeffords turns offer affair Jefford first decides make reconnaissance target taken base Sicilian Resistance Jeffords mission successful cost lives Resistance escort Jefford schemes capture German EBoat manner similar Commander Ian Flemings Operation Ruthless sending false radio message General Alexanders airplane gone missing certain area Jefford crew pose survivors crash capture boat attempting pick Jefford uses captured craft Trojan Horse penetrate harbour boats flotilla follow captured craft Germans lifted boom gate Jefford two others Scuba sets swim tunnels plant explosive charges Allied invasion Sicily took place July 1943,26040.0,0,0,0.023299064,1,0,0,0,0,0,1970.0
140,288,1643787,/m/05k3q8,From the Drain,1967.0,,14.0,['English Language'],['Canada'],"['Short Film', 'Surrealism']",1960.0,North America,"['Short Film', 'Surrealism']",film centered two men bathtub implied veterans past conflict revealed currently mental institution first man paranoid drain tub second indifferent conversation two men progresses vinelike tendril emerges drain strangle first man second shows emotion sudden turn events film ends,14295.0,0,0,0.053508893,1,0,0,0,0,0,1967.0
156,317,3927698,/m/0b74vn,Il Cuore nel Pozzo,2005.0,,,['Italian Language'],['Italy'],['Drama'],2000.0,Europe,['Drama'],April 1945 Nazi army losing war Titos Yugoslav partisans rapidly gaining ground Giulia woman lives singing tavern unnamed village appears ethnically Italian area Istria six years child Carlo Novak Slav become partisan leader appears Novak raped Giulia Novak later claim Giulia reported police get rid Italian police would rather believe Italian woman Slavic man movie give clear answer version true Novak comes back Giulia claim child refuses give Novak attracts attention German soldiers Novak must flee Francesco 8year old child son physician Giorgio Bottini music schoolteacher Marta lives parents village Giulia Carlo meets Ettore Alpino tired war drops rifle disgust Francesco mentions likes heroes war Ettore come back meet Anja girlfriend Slavic works Brunos orphanage Fearing Carlos safety Giulia burns pictures Novak able recognize gives Carlo Bruno local priest takes orphanage Meanwhile Germans leave village taken shortly afterwards partisans Novak enters school interrupting music lesson Francescos mother orders Italian books burnt point Novak usually whistle song children singing various parts movie making leitmotiv time Francescos father threatened Bostjan Novaks henchman forced leave clinic Italian Bruno give Carlo Francescos family thinks orphanage dangerous Francesco Carlo become officially brothers even Francesco first rejects partisans start rounding civilians taking away everybody including children Eventually Francescos family also captured along Carlo trucks loaded children separated parents scene hints Nazi concentration camps war turns Novak wants children village check one one one react sight Marta kidnapped keeps camp Carlos turn Anja manages infiltrate camp take away Carlo Francesco Ettores help Carlo Francesco lose contact friends return emptied home village waiting help German artillery starts pounding village shell makes Carlo deaf Believing cannot take care anymore Francesco tries bring Carlo back Brunos orphanage way see convoy partisans transporting Italian civilians among Francescos parents civilians gunned partisans thrown foiba Francesco climbs shortly find parents dead chained iron wire also dying dog partisans apparently threw order keep dead spirits haunting help Ettore Francesco Carlo finally manage reach Brunos orphanage Shortly Novak partisans reach orphanage Bruno Anja Ettore hide children hoping Novak believe left Italy Novak however understands priests bluff orders men pour gasoline around orphanage Bruno forced admit still children calls loudmdashbut Slavic ones thinking anything fear Novak Novak falling Brunos bluff orders set fire gasoline children exit Anja recognized Bostjan captured quisling Carlo Francesco two children however manage escape conduit Novak brings children camp show Giulia understand whether one son Bruno questioned refuses point child Novak considers assassin Bruno kept prisoner Novak four children nowhere go reach Novaks camp whistling code find Bruno Francesco confronts Walter friend parents still collaborating partisans however turns kept dark Novaks ethnic cleansing Walter offers help contact Bruno since still access partisans base discovers Anja Giulia also imprisoned facility Exiting complex Walter meets Francesco Ettore meantime escaped pursue partisans Ettore disguised partisans uniform starts pouring gasoline base taking advantage fact soldiers drunk time base Bostjan rapes helpless Anja Novak interrogating Bruno Ettore ignites gasoline causing series chain explosions bases weapon caches partisans busy trying contain damage Walter liberates Bruno tells go children Gorizia mountains avoid partisan patrols Bruno finds liberates Anja still shocked Bostjans rape Walter finds Giulia Ettore meantime finds Italian prisoners base liberates rapidly recaptured partisans Giulia finally reunited son Carlo together Bruno Ettore Anja Francesco children take refuge abandoned coastal battery escape partisans pursue using rope reach sea buy time seal door behind Giulia leaves surrenders Novak Walter reaches coastal battery confronts Novak accusing genocide Novak responds land Italians Italians still pay large debt following morning childrens group reaches small boat Anja still struggling memories rape want leave Bruno convinces continue Ettore understood something terrible happened even clear much knows Novak brings remaining Italian prisoners another foiba guns front Walter Giulia kept aside brings Giulia brink foiba asks come back telling still loves Giulia eventually smiles jumps foiba Novak shocked orders troops chase childrens group one lieutenants Drasko protests Communist partys orders march Trieste hunt children priests eventually leaves Novak along group partisans childrens group meanwhile proceeding mountains avoiding partisan patrols Trying catch hare slingshot Francesco sets landmine attracting Novaks attention children waste precious time Ettore bears minefield eventually cornered Novaks forces Novak knowing hear threatens kill Walter still prisoner son brought Walter yells surrender Novak killing Italians Novak shoots childrens group continue escape Ettore Bruno visit graves Ettores former comradesinarms group veterans campaigns Greece Albania betrayed band partisans asked join resistance killed machine gun soon handed arms Ettore remembering takes back guns cache left building close comrades graves symbolically returns soldier uses dynamite cut large tree front Novaks jeep dissuaded Bruno shooting Novak rifle chance Meanwhile children Anja found Bostjan one partisans Bostjan threatens execute Anja Ettore arrives immobilizes Bostjan kills partisan Bostjan tries grab weapon Ettore kills Anja shocked memories rape Bostjan come back tries commit suicide jumping cliff Ettore succeeds dissuading group reaches another village proves devoid people meet Pavans upperclass family fleeing Maresco car stalled stranded luggage Pavans try protect wealth provisions allow welldressed children talk others Yet join group alternatives trying bring part cumbersome luggage time march Carlo soon unable walk due wound ankle finally regained hearing group slow Mr Pavan grows nervous Mr Pavan learns Carlo reason Novak stalking turn comes carry lags behind chance bring child Novak hoping would let go Novak finally meets son ambushed Ettore Novak proposes let child decide go Carlo says wants go back mother Ettore orders Novak men drop weapons picked three Italian soldiers Francesco stumbled upon leave Novak men unarmed alive proceed However Novak surrendered easily knew road Gorizia blocked time regroup childrens group together soldiers forced move towards coastline find abandoned fortress Ettore Italian soldiers decide remain delay advance Novaks soldiers chasing accepting implication likely survive fight abandoned fortress Bruno quickly marries Ettore Anja since could last time together Mr Pavan forced remain fight even tries bribe way Novak dozen soldiers arrive Mr Pavan tries surrender shot back partisan Ettore Italians continue resist vantage position end Novak Ettore left Francesco found gun runs back fortress avenge parents kill Novak Bruno runs arrives time take bullet Novaks gun save Francescos life Ettore manages grab rifle kills Novak Ettore Francesco find Anja children long line refugees bound merchant ship bring back Italy,9242.0,0,0,0.092767924,1,0,0,0,0,0,2005.0
190,385,3959961,/m/0b8rp_,Atentat,1964.0,,104.0,"['Czech Language', 'German Language']","['Czechoslovakia', 'Czech Republic']","['Black-and-white', 'War film']",1960.0,Europe,"['Black-and-white', 'War']",September 27 1941 Reinhard Heydrich one feared top officials Nazi Party architect Holocaust Hitlers possible successor appointed Reichsprotektor Bohemia Moravia result brutality oppression also called Butcher Prague Blond Beast squad agents selected trained parachuted Czechoslovakia team operated Prague planned attack six months mission Operation Anthropoid successfully executed capital May 27 1942 means ambush almost fails crucial moment one Sten guns jams obliged use grenade instead Heydrich eventually succumbs wounds frenzied aftermath group betrayed one members cornered church crypt Prague gunbattle follows two agents killed remaining ones commit suicide German high command takes savage reprisals including massacre 340 men women children village Lidice razing village,27472.0,0,0,0.17450888,1,0,0,0,0,0,1964.0
244,478,19496914,/m/04m_q2v,Senza pietà,1950.0,,95.0,['Italian Language'],['Italy'],"['Drama', 'Black-and-white', 'War film']",1950.0,Europe,"['Black-and-white', 'Drama', 'War']",war ended soldiers color refused abandon northern Italy return America intolerance deserting Jerry falls love Angela local girl,5033.0,1,0,0.12142736,1,0,0,0,0,0,1950.0
250,497,3459253,/m/09dl0l,Secret of the Telegian,1960.0,,85.0,"['Japanese Language', 'English Language']",['Japan'],"['Mystery', 'Science Fiction', 'Horror', 'Japanese Movies']",1960.0,Asia,"['Japanese Movies', 'Mystery', 'Science Fiction', 'Horror']",Sudo disfigured World War II soldier wounded robbed left dead fellow soldiers years alias Goro Nakamoto armed bayonet used wound uses Clariotron device give user ability teleport anywhere inventor machine Professor Niki unaware used act vengeance Sudo uses Clariotron hunt soldiers killing one one leaving ID tag bodies Kirioka detectives Onosaki Kobayashi assigned investigate murders,28552.0,0,0,0.17330265,1,0,0,0,0,0,1960.0
