Unnamed: 0.1,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres,Plot_summary,level_0,vietnam,cold_war,irak_war,ww2,technology,economy,health,gender_equality,migration,year
197,398,35785312,/m/0gf8mz8,Amador,2010.0,,112.0,['Spanish Language'],['Spain'],"['Drama', 'World cinema']",2010.0,Europe,"['Drama', 'World']",Marcela immigrant woman money difficulties finds job looking Amador old man dies hides fact maintain job httpwwwfilmaffinitycomesfilm158004html,22311.0,0.09653139,0,0.1154895,0.056792963,0,1,0.1403357,0.25813705,0.16964033,2010.0
1510,2854,33417649,/m/0h98qhr,Un sábado más,1988.0,,,['Spanish Language'],['Mexico'],"['Action', 'Drama']",1980.0,North America,"['Action/Adventure', 'Drama']",Martin dirtbike racer living small town goes much richer boy Diego afford best everything including motorbikes repair work also love rich kids girlfriend Tania least partly thinks boy doesnt appreciate enoughUn sábado más overview nytimescom,11359.0,0.16945347,0,0.23022597,0.072460935,0,1,0.24731654,0.22067079,0.15194422,1988.0
2009,3837,15493185,/m/03mc2bj,Hooked on You,2007.0,,97.0,"['Standard Mandarin', 'English Language', 'Cantonese']",['Hong Kong'],"['Romantic comedy', 'World cinema', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film', 'Chinese Movies']",2000.0,Asia,"['Comedy', 'Romance', 'Drama', 'World', 'Chinese Movies']",Miu fishmonger Prosperity Market father’s debt gives three years work Wet market promises she’s going leave wet market find man worthy market always quarrel neighbor stall Mr Fish new supermarket threatens business Prosperity Market work together fight,10644.0,0.108109206,0,0.04851763,0.07300583,0,1,0.15320559,0.10054588,0.1422084,2007.0
2111,4031,3545686,/m/09knz7,Life at the End of the Rainbow,2002.0,,55.0,[],['Australia'],['Documentary'],2000.0,Oceania,['Documentary'],area originally considered worthless fenced abandoned town established around turn century German settlers boomed soldier settler policies first second World Wars Rainbow people struggled eke existence three generations global economics government policy compounding difficulties marginal farming film uses home movies 1940s,3267.0,0.31768608,0,0.08004303,0.40425786,0,1,0.090565704,0.07647558,0.1828722,2002.0
2468,4722,28467668,/m/0crd4s5,Crazy Days,1977.0,,102.0,"['Croatian language', 'Serbian language']",['Yugoslavia'],['Drama'],1970.0,Europe,['Drama'],tragicomedy pretensions sorrows Yugoslavs go abroad earn money number foreign workers come back home holidays one taunts another done poorly abroad fellow claims enough money jobs paper fellows ostentatious expensive househttpwwwanswerscomtopicludidani,19964.0,0.26029116,0,0.17707579,0.2359261,0,1,0.21235988,0.16267845,0.25695777,1977.0
3175,6114,26010232,/m/0b6g715,Tora-san's Forbidden Love,1984.0,,107.0,[],['Japan'],['Japanese Movies'],1980.0,Asia,['Japanese Movies'],midst Japans rising economy mid1980s itinerant Torasan becomes drunk hardworking company section chief hour commute two sleep nights revelry section chiefs home Ibaraki Prefecture section chief disappears due pressure job Torasan helps wife find man secretly hoping fallen love herref name httpwwwkinejunjpcinemaid17530title20100131languageKinema Junporef name Stuart last Stuart Galbraith IVurlTorasan 34 Torasans Forbidden Love date20100131publisherDVD Talk,21551.0,0.1794716,0,0.23282357,0.2135435,0,1,0.18085624,0.1941017,0.21091503,1984.0
3709,7167,8484229,/m/0275208,Las Aguas Bajan Turbias,1952.0,,,['Spanish Language'],['Argentina'],['Drama'],1950.0,South America,['Drama'],brothers Santos Rufino Peralta used like animals workplace Parana Stop encounter enormous hardship inhuman conditions work consequence immense greed managers workers rebellion maturing point developed trade union workers respond grief Finally workers plot counterattack punish corrupt employers,26555.0,0.25688088,0,0.07236759,0.2059012,0,1,0.20475656,0.20438364,0.13790426,1952.0
3960,7648,5021219,/m/0c_5rp,La Tragedia di un uomo ridicolo,1981.0,,116.0,['Italian Language'],['Italy'],"['Drama', 'Comedy']",1980.0,Europe,"['Comedy', 'Drama']",small Italian village Primo runs cheese factory one morning witnesses son kidnapped terrorists film progresses two problems paying ransom terrorists demand trying save factory might face bankruptcy Whats businessman like,15354.0,0.10860021,0,0.14207533,0.1362885,0,1,0.15827948,0.09559136,0.08204323,1981.0
5531,10719,29223770,/m/0dlmrg3,The Boy Who Stole a Million,1960.0,,84.0,['English Language'],['United Kingdom'],['Comedy-drama'],1960.0,Europe,['Drama'],learns father needs find 10000 pesetas finance repairs taxi face losing business livelihood naïve young Paco decides borrow million pesetas bank small parttime job school soon gets bargained starts pursued police seemingly criminal lowlife city eager get hands cash Paco finds run Valencia elegant quarters wide streets squares midst fiesta time citys squalid dangerous slums,23347.0,0.11731351,0,0.13544993,0.095420256,0,1,0.17225388,0.15150112,0.11670713,1960.0
11196,21602,11727129,/m/02rq7j8,Mandabi,1968.0,,90.0,"['French Language', 'Wolof Language']","['France', 'Senegal']","['Parody', 'Satire', 'Drama', 'Comedy', 'World cinema']",1960.0,Europe,"['Satire', 'Parody', 'Comedy', 'World', 'Drama']",unemployed African man Ibrahima lives two wives kids nephew sends money order France worth 25000 Francs saved working street sweeper keep money save portion nephew give portion sister However Ibrahima faces numerous difficulties Senegalese bureaucracy trying cash money order film explores themes neocolonialism religion corruption relationships Senegalese society,5030.0,0.11524614,0,0.20440279,0.076314665,0,1,0.1484059,0.23029326,0.14329188,1968.0
