Unnamed: 0.1,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres,Plot_summary,level_0,vietnam,cold_war,irak_war,ww2,technology,economy,health,gender_equality,migration,year
607,1155,35790655,/m/0jt1c7n,Putham Pudhu Payanam,1991.0,,120.0,['Tamil Language'],['India'],['Drama'],1990.0,Asia,['Drama'],Vivek Vivek Narayanan Kannan hospital treatment Babu son rich businessman also admitted ward live months blood cancer become good friends leave hospital arrive village Sivalingam spreads terror among villagers,4996.0,0.22006495,0,0.24289614,0.08492452,0,0,1,0.07758403,0.12622169,1991.0
1015,1907,5493659,/m/0dp8qk,Slugs,1988.0,,90.0,"['English Language', 'Spanish Language']","['United States of America', 'Spain']","['Natural horror films', 'Science Fiction', 'Horror', 'Creature Film', 'World cinema']",1980.0,North America,"['World', 'Creature Film', 'Science Fiction', 'Horror']",rural town becomes prey strain black slugs spawned toxic waste dumping local health inspector stop People dying mysteriously gruesomely health worker Mike Brady possible solution theory killer slugs laughed authorities body count begins rise slug expert begins snooping around begin appear though Mike might right,31247.0,0.16247168,0,0.15648328,0.17341611,0,0,1,0.041039858,0.12788107,1988.0
2492,4772,35004748,/m/0j63xrh,Desarrollo humano,2007.0,,29.0,"['French Language', 'English Language']",['Spain'],"['Short Film', 'Documentary']",2000.0,Europe,"['Short Film', 'Documentary']",Every year United Nations Organization publishes Report Human Development establishes worldwide ranking countries based large correlation social economic demographic health indicators fifth consecutive year Norway appears developed country planet Nigeria takes last place prestigious list identifying least developed country world documentary’s intent get know people live countries think live feel also shows us peoples happiness necessarily linked developed country,33510.0,0.21940425,0,0.14603163,0.15152274,0,0,1,0.1495676,0.10324193,2007.0
2762,5307,13401806,/m/03c43qk,Too Much Sex,2000.0,,84.0,['English Language'],['Canada'],"['Romantic comedy', 'Sex comedy', 'Comedy']",2000.0,North America,"['Sex', 'Romance', 'Comedy']",Allgood Butts young promiscuous male hairdresser whose goal life sleep many women possible guardian angel approve philandering confronts sex 390th woman telling sleeps another woman hell die Allgoods struggle temptation becomes even difficult two attractive women enter life,17143.0,0.11885768,0,0.20424849,0.18815476,0,0,1,0.32190475,0.06306693,2000.0
3207,6187,30994952,/m/0gg5q77,Gandu,2010.0,,89.0,"['Bengali Language', 'English Language']",['India'],['Drama'],2010.0,Asia,['Drama'],Frustrated life poor Kolkata neighborhood aspiring rapper Gandu steals money mother finance trip friend Ricksha two go heroininduced haze finding increasingly difficult separate reality hallucination film shot mostly black white stressing bleak existence protagonist end movie film shifts color mode showing character enjoying colorful existence induced drug consumed friend Gandu also ponders meaning life must,24733.0,0.19810832,0,0.16673756,0.15037307,0,0,1,0.06057898,0.105521664,2010.0
3499,6756,22682848,/m/05ztjmm,Unity,2012.0,,140.0,['English Language'],[],"['Educational', 'Documentary']",2010.0,Unknown,"['Education', 'Documentary']",Unity divided four parts Body Mind Heart Soul Part One focuses food emphasizing food consumed affects ones energy level influences mind Part Two devoted understanding human ego always perceives opposites one another Part Three centered emotion human capacity love actually enables us go beyond opposites Part Four higher level consciousness anthological film audiobook present hyperbolic reference hominid taxonomic nomenclature may serve microcosm Unity theme Chapter two features introduction two hominid variants contrasting diets Homo fructus aggressive Homo corpus branched H sapiens Although H fructus eat biochemically compatible food inversely related diseases affluence H corpus consume ghoulish selfinjurious diets animal tissue ungulate liquefaction necrosis psychological types naturally digest raw whole fruit best degrade digestion nonfibrous food intakecite journalcite journal Psychosociological conditions decompensations attributed culturallydetermined cryptonecrophagous diets lacking phytochemicals Hominidae also share genetic capacity empathic arousal developed mirror neurons abundant syntheses oxytocincite journal pages101073pnas0935845100 title2003 last1L journal100 issuel7AWnfFRc7gDecety J Ickes W Social Neuroscience Empathy Massachusetts Institute Technology 2009 Esmeralda Mujanic commented Homo animalem corpem consumit means man consumes dead animal Homo fructum consumit means man consumes fruitEsmeralda Mujanic personal communication April 16 2009 simplicity H corpus H fructus used respectively actuality relatively genetic metabolic breast milk composition differences hominidscite journalMcArdle et al Human Energy Expenditure Rest Physical Activity Exercise Physiology Energy Nutrition Human Performance third edition Malvern PA Lippincott Williams Wilkins pp 159161cite journal references H fructus especially H corpus reflect characteristics psychological biological taxa distinct human biological typologies Homo sapiens means wise man abundance available biochemical comparative anatomical psychological epidemiological sociological anthropological research pertaining aberrant behavior acquired digestive disorders rampant diseases associated animal consumption valid sapience salient feature humans taking meat viscoelastic bovinae dairy food availablecite journalcite journalcite journalAllen W Social Structure Status Seeking Basic Food Groups ANZMAC 2005 Conference Consumer Behaviour Pages 112 Retrieved online June 6 httpsmibvuwacnz8081wwwanzmac20 … Allenpdfcite journal,37080.0,-0.010706201,0,0.022975992,0.059683982,0,0,1,0.098471165,0.00117017,2012.0
3899,7534,11056435,/m/02qzjdw,Doctor Benny,2003.0,,,['English Language'],['United States of America'],['Comedy'],2000.0,North America,['Comedy'],Ben Lewis groomed doctor childhood spends days inspecting intimate part female anatomy reason idea deal women sort social level Hes even gone far join support group virginal men type reinforcement still cant make hit ladies seeks help sex guru named Pheb actually teaches private class help socially inept men learn please opposite sex Bens luck changes drastically begins take advantage patients quickly sheds derisive slang labels lork sooser newly learned sexual prowess Ben still good person heart hes given resident assistant named Becky young man realizes true love important string sexual conquests,12834.0,0.037189044,0,0.17720924,0.04405395,0,0,1,0.295365,0.09179243,2003.0
3991,7719,33289788,/m/0h7p5w3,Sailaab,1990.0,,,[],[],"['Thriller', 'Romance Film', 'Drama']",1990.0,Unknown,"['Thriller', 'Romance', 'Drama']",Dr Sushma Malhotra treats patient Krishna lost memory accident care takes Krishna falls love get married another accident taking photographs Krishna falls hurts head injury brings back old memories Sushmas surprise old memories bring something unexpected results Krishna trying kill wife Sushma,15581.0,0.06437681,0,0.17534253,0.062628485,0,0,1,0.139124,0.058727846,1990.0
4282,8292,19259000,/m/04ldlz0,Hochheta Ki,2008.0,,110.0,['Bengali Language'],['India'],['Comedy'],2000.0,Asia,['Comedy'],Hochheta Ki story medical representative falls love another woman four years marriage may problem problem way looks camera starts telling story life two girls Gharwali Baharwali,25481.0,0.13049474,0,0.16184838,0.06890312,0,0,1,0.27862412,0.098232105,2008.0
4379,8466,16366907,/m/03whx0d,Aanaval mothiram,1990.0,,,['Malayalam Language'],['India'],"['Thriller', 'Action', 'Comedy', 'Bollywood']",1990.0,Asia,"['Comedy', 'Thriller', 'Action/Adventure', 'Bollywood']",movie average police officer mistakenly believes fatal disease die soon eyes insurance payout family would get dies action embarks impossible missions get killed action Little know diagnosis wrong fact healthy movie comically chronicles new found bravado,9347.0,0.172451,0,0.10090012,0.15439607,0,0,1,0.053868227,0.05725666,1990.0
