Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres,plot_summary
261236,/m/01mrr1,A Woman in Flames,1983.0,,106.0,['German Language'],['Germany'],['Drama'],1980.0,Europe,['Drama'],"Eva, an upper class housewife, becomes frustrated and leaves her arrogant husband. She is drawn to the idea of becoming a call girl. With the aid of a prostitute named Yvonne, Eva learns the basics and then they both set out looking for Johns together. She meets a charming man who she falls in love with and comes to his house late at night for a romantic tryst. He turns out to be a gigolo. Consequently, they move into his penthouse, large enough for both of them to offer their services separately. Then slowly Eva enters the world of sado-masochism. She finds being a dominatrix extremely satisfying, and begins to take pleasure in controlling others and causing them intense pain. She discovers this in a scene in which a man is hiding under a table. Eva can see that his hands are sticking out from under the table and are clearly visible. Coldly, and with intense inner satisfaction, Eva proceeds to crush the man's hands by slowly walking over them with her stiletto-heeled boots. Chris, the gigolo begins getting jealous of her, wants to know what's going on upstairs and why she's making so much money. She tells him it's from hurting men, and the more she hurts them, the more money she gets. This upsets him greatly. She also becomes jealous of his boyfriend/client, a man who's been coming to him for many years. The scenes in the upstairs room intensify. One day he sneaks up and observers her in a scene dominating a man tied to a chair. He has a look on his face like ""see, this is what you truly are,"" and the look on her face says proudly ""yes, this is what I truly am."" He tries to whisk her away from all of it, buying her furs, talking about marriage. She tells him that she's been dreaming about hitting him, and in the dream he likes it. The setting is all there for a romantic ending, and yet, he panics, he takes all their money and invests it in a restaurant that she doesn't want to be part of. She tries to walk out on him, and he gets angry, throws her against the wall, hits her, pours alcohol on her, and lights her on fire. But the last scene shows her unscathed, happy with her friend the sex worker/madame, and they're getting thrown out of a bar that Chris owns. The movie thus extols female independence from men, though in its ending stops short of endorsing a female-dominant/male-submissive romance."
29381935,/m/0fpjwb1,Agniputra,2000.0,,125.0,['Hindi Language'],['India'],['Action'],2000.0,Asia,['Action/Adventure'],"The story begins with a man Arjun working in a band with his family, consiting of 3 sisters and his widowed mother. Arjun then falls in love with the daughter of a MLA, who was involved with his family. The police make a false accusation against Arjun and his sisters and accuse them of being sex workers. It turns out that the MLA is behind the case. The rajas sisters end up being sexually assaulted by the MLA, and two of them end up committing suicide. Arjun decides to seek vengeance against the goons. and with some toil and foil he eventually outsmarts them."
17610897,/m/04669t1,The Red Lantern,1919.0,,70.0,['English Language'],['United States of America'],"['Silent film', 'Black-and-white']",1910.0,North America,"['Black-and-white', 'Silent film']","In China, a half-Chinese, half white woman falls in love with a missionary's son. When he rejects her for an American girl, she joins the Boxers in order to avenge herself on the white race.Synopsis based on {{cite web}}"
21020059,/m/05b0cnv,Saknoiya,1959.0,,,['Assamese Language'],['India'],['Drama'],1950.0,Asia,['Drama'],"The story revolves round the emotions of two brothers, one a taxi driver and the other is a high official in a government office. Trouble breaks when the brother with high social status marries a lady who would not agree to reside together with a taxi driver."
19609512,/m/04m_skx,Aanchal,1980.0,,139.0,['Hindi Language'],['India'],"['Romantic drama', 'Romance Film', 'Drama', 'World cinema']",1980.0,Asia,"['World', 'Drama', 'Romance']","The story of an Indian woman, as pure as Sita, who is tested by a series of family events and problems.ftvdb.bfi.org, synopsis at ftvdb, retrieved 10-22-2008 The story revolves around the relationship between Shambu  and his sister-in-law Shanti . People in the village start speculating whether Shambu is romantically involved with Shanti, and even Kishan starts doubting his brother's intentions. Tulsi who loves Shambu, too, starts thinking bad about Shambu."
1164646,/m/04cq1k,Iron Jawed Angels,2004.0,,123.0,['English Language'],['United States of America'],"['Indie', 'Docudrama', 'Period piece', 'Drama', 'Biopic [feature]', 'Feminist Film', 'Political drama']",2000.0,North America,"['Political', 'Period', 'Feminist Film', 'Drama', 'Indie', 'Biography']","The film begins as Alice Paul  and Lucy Burns  return from England, where they participated in the women's suffrage movement. Once the pair becomes more active within the National American Woman Suffrage Association , they begin to understand that their ideas were much too forceful for the established activists, particularly Carrie Chapman Catt . The pair leave NAWSA and found the National Women's Party , a better way to fight for women's rights. Over time, problems occur as NAWSA leaders criticize NWP tactics, such as protesting against a wartime President Woodrow Wilson and picketing outside the White House with ""Silent Sentinels."" Male supremacists famously  label the women ""iron-jawed angels."" Relations between the American government and the NWP protesters also intensify, as many women are arrested for their actions, though the official charge is ""obstructing traffic."" The women are sent to the Occoquan Workhouse for 60-day terms where they suffer under unsanitary and inhumane conditions. During this time, Paul and other women undertake a hunger strike, during which paid guards force-feed them milk and raw eggs. News of their treatment leaks to the media through the husband of one of the imprisoned women, a U.S. Senator, who has been able to lobby for a visit  by putting a letter in his shirt. Pressure is put on President Wilson as the NAWSA seizes the opportunity to try for the nineteenth amendment to the Constitution. Paul, Burns and all of the other women were all pardoned by President Wilson."
29153320,/m/0cs485v,Umbartha,1981.0,,148.0,['Marathi Language'],['India'],"['Drama', 'World cinema']",1980.0,Asia,"['World', 'Drama']","Sulabha Mahajan  is a woman who dreams to step out of the four walls of the house, assume greater responsibility as a citizen and play an important role in shaping the society. She has passion to do something constructive for the abused, assaulted, neglected and traumatized womenfolk of the society she lives in. She gets a job offer as Superintendent of a Women's Reformatory Home in a remote town of Sangamwadi. The job offer raises objections from her lawyer husband Subhash  and conservative mother-in-law who refuse to understand her need to move to the town and work for rehabilitation of the women. But her sister-in-law supports her by offering help in looking after her young daughter Rani. Determined Sulabha then goes ahead with her dream job. She meets various challenges in her new endeavor. She starts with bringing discipline in the Home and also discovers frauds that take place there. But she is not helped by the managing committee which is filled with selfish and careless people. She hence decides to take steps against their sanction. She starts some classes to educate willing women and also marries off one of the inmates in order to give a new start to her life. She discovers how a local MLA Bane has been regularly using the inmates of the home to satisfy his sexual needs. Two of the inmates decide to run away but are forcefully brought back to the home. They both commit suicide by burning themselves. Sulabha is then questioned by committee and newspapers for her improper control on the home. An administrative enquiry is set up against her. It is then that she decides to resign and give up all her work and return home. When she returns back to her home she is happily welcomed by her sister-in-law but not so much by her mother-in-law. She then comes to know that her husband Subhash has been involved with another woman in her absence. His betrayal changes her mind and she again sets off to follow her dream work."
26245806,/m/0b7468l,Cruel and Unusual,2006.0,,60.0,['English Language'],['United States of America'],"['LGBT', 'Crime Fiction', 'Documentary']",2000.0,North America,"['Documentary', 'Fiction', 'LGBT']","According to the film, prisoners in the United States are incarcerated in men's or women's prisons depending on their biological sex , and not their gender identity. As a result, pre-operative trans women are incarcerated in men's prisons, and trans men in women's prisons.{{Cite web | title  Outcast Films | date  http://www.outcast-films.com/films/cu/background.html | accessdate off>{{Cite web}}"
8916073,/m/027pj55,Mr Ya Miss,2005.0,,137.0,['Hindi Language'],['India'],"['Comedy', 'World cinema']",2000.0,Asia,"['World', 'Comedy']","A womaniser is accidentally killed by one of his many girlfriends. As redemption, he is reincarnated as a woman. However this is not a second chance but a punishment."
390693,/m/022npf,Born in Flames,1983.0,,90.0,['English Language'],['United States of America'],"['LGBT', 'Science Fiction', 'Drama', 'Comedy', 'Feminist Film', 'Dystopia']",1980.0,North America,"['Dystopia', 'Science Fiction', 'Feminist Film', 'Drama', 'Comedy', 'LGBT']","The plot concerns two feminist groups in New York City, each voicing their concerns to the public by pirate radio. One group, led by an outspoken white lesbian, Isabel , operates ""Radio Ragazza"". The other group, led by a soft-spoken African-American, Honey , operates ""Phoenix Radio"". The local community is stimulated into action after a world-traveling political activist, Adelaide Norris , is arrested upon arriving at a New York City airport, and suspiciously dies while in police custody. Also, there is a Women's Army led by Hilary Hurst  and advised by Zella  that initially both Honey and Isabel refuse to join. This group, along with Norris and the radio stations, are under investigation by a callous FBI agent . Their progress is tracked by three interns (Becky Johnston, [[Pat Murphy  for a socialist newspaper run by screenwriter Ed Bowes, who go so far they get fired. The story involves several different women coming from different perspectives and attempts to show several examples of how sexism plays out, and how it can be dealt with through direct action. A famous scene is one during which two men are attacking a woman on the street and dozens of women on bicycles with whistles come to chase the men away and comfort the woman. The women in the movie have different ideas about what can and should be done, but all know that it is up to them, because the government will not take care of it. The movie shows women organizing in meetings, doing radio shows, creating art, wheatpasting, putting a condom on a penis, wrapping raw chicken at a processing plant, etc. The film portrays a world rife with violence against women, high female unemployment, and government oppression. The women in the film start to get together to make a bigger impact, by means that some would call terrorism. Ultimately, after both radio stations are suspiciously burned down, Honey and Isabel team up and broadcast ""Phoenix Ragazza Radio"" from stolen moving vans. They also join the Women's Army, which sends a group of terrorists to interrupt a broadcast of the President of the United States proposing that women be paid to do housework, followed by bombing the antenna on top of the World Trade Center to prevent additional such destructive messages from the mainstream."
