Unnamed: 0.1,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres,Plot_summary,level_0,vietnam,cold_war,irak_war,ww2,technology,economy,health,gender_equality,migration,year
105,220,20119316,/m/04yfw36,Eoudong,1985.0,,110.0,[],['South Korea'],['Drama'],1980.0,Asia,['Drama'],movie set Koreas Joseon Dynasty reign King Seonngjong strict Confucianism forced women follow male dominant societycite web,16838.0,0.218377,0,0.13158947,0.15384896,0,0,0,1,0.029611878,1985.0
583,1116,9558041,/m/02pjxx7,A Girl Like Me,2005.0,,7.0,['English Language'],['United States of America'],"['Short Film', 'Political drama', 'Indie']",2000.0,North America,"['Short Film', 'Indie', 'Political']",video begins interviews Kiri peers black features conform societys standards beauty next section repeat experiment conducted Kenneth Clark 1940s AfricanAmerican children asked choose black white dolls original experiment majority children choose white dolls Davis repeated experiment 15 21 children also choose white dolls black giving similar reasons original subjects associating white pretty good black ugly bad dolls used documentary identical except skin colour,37270.0,0.13606425,0,0.11007208,0.16646442,0,0,0,1,0.06397909,2005.0
614,1167,14602109,/m/03d96ht,Aga Bai Arrecha,2004.0,,145.0,['Marathi Language'],['India'],"['Bollywood', 'Musical', 'Family Film', 'Comedy', 'World cinema']",2000.0,Asia,"['Comedy', 'World', 'Bollywood', 'Family', 'Musical']",Shriranga Deshmukh frustrated man frustration particularly towards women life mdash wife mother particularly everangry boss feels control life trip native village Ranga participates annual festival trip discovers gained ability listen womens thoughts first confused soon counseled female psychologist learns look abilities gift instead curse point onwards insight female mind helps understand women around helps see frustrations dilemmas brought everyday life good heart slowly starts using understanding improve relationship wife mother grandmother boss even father also able solve problems making happier incentive saves city foiling plans wouldbe female terrorist,16597.0,0.11782558,0,0.13630278,0.09955539,0,0,0,1,0.11600584,2004.0
813,1542,14856464,/m/03g_bqh,A Question of Silence,1982.0,,92.0,"['Dutch Language', 'English Language']",['Netherlands'],"['Feminist Film', 'Drama']",1980.0,Europe,"['Feminist Film', 'Drama']",Housewife Christine tries shoplift merchandise caught male shopkeeper Christine two customers waitress Annie secretary Anna beat man death tried murder deny plea insanity male prosecutor judges assume plead criminal psychiatrist assigned ascertain level sanity identifies womens motives concludes insane driven murder strain living patriarchy Cite news,33825.0,-0.010415325,0,0.077926055,0.026665252,0,0,0,1,0.0018930491,1982.0
1088,2033,36025071,/m/0j_6_sm,Ozhimuri,2012.0,,,['Malayalam Language'],['India'],[],2010.0,Asia,[nan],Ozhimuri based story book Uravidangal veteran bilingual writer Jeyamohan matrilineal system prevailed Nair community erstwhile southern Travancore advantage matrilineal system property enjoyed successors women family women educated bold enjoyed freedom respects mother family stronger father end system 1940s women lost powers soon became slaves hands feudal maledominated society movie exposes complexities period transition matrilineal patrilineal Ozhimuri means divorce record Tamil Malayalam matrilineal system women free divorce husbands sound relationship ozhimuris small palmleaf pieces recording divorces couples still stand testimony freedom women enjoyed days movie lays open ego clashes complexities period eyes lead character Thanupillai witnesses tale three women mother wife sons wife,13046.0,0.14952137,0,0.15755935,0.10210292,0,0,0,1,0.15506253,2012.0
1567,2972,19146018,/m/04ljv9j,Gelegenheitsarbeit einer Sklavin,1974.0,,91.0,['German Language'],"['West Germany', 'Germany']","['Feminist Film', 'Drama', 'World cinema']",1970.0,Europe,"['Feminist Film', 'Drama', 'World']",Roswitha Bronski nurse married chemical engineer Franz Bronski three children Since husband work devoting exclusively studies intention becoming new genius chemistry Roswitha support family running illegal abortion clinic Facing indifference husband believes intellectually inferior open hostility doctors like Dr Genée harsh double journey Roswitha receives hard blow clinic closed police puts aside passivity begins journey redefine mother wife working woman part society threatened early globalization,10260.0,0.21334633,0,0.19471402,0.16827151,0,0,0,1,0.1634056,1974.0
1631,3085,33654575,/m/0hgmwxj,Zero,2010.0,,,[],[],['Animation'],2010.0,Unknown,['Animation'],world judges people number Zero faces constant prejudice persecution walks lonely path chance encounter changes life forever meets female zero Together prove determination courage love nothing truly something Born world numbers oppressed zero discovers determination courage love nothing truly something nothing something,19527.0,0.13821557,0,0.07679817,0.23007536,0,0,0,1,0.09090848,2010.0
2483,4751,24466233,/m/080nt_l,Sex My Life,2008.0,,76.0,['Persian Language'],['Iran'],"['LGBT', 'Culture & Society', 'Gay', 'Gay Interest', 'Drama', 'Gay Themed', 'Gender Issues']",2000.0,Asia,"['Gay', 'Culture & Society', 'Drama', 'Gender Issues', 'LGBT']",Khastegi tells story seven Iranian transsexuals living Tehran1 httpwwwcelluloiddreamscomcurrentslateallfilmssexmylife,24768.0,0.09301432,0,0.21946481,0.109194204,0,0,0,1,0.1583665,2008.0
2508,4798,20535192,/m/0522t48,Polytechnique,2009.0,1663867.0,77.0,['French Language'],['Canada'],"['Crime Fiction', 'Drama', 'Historical drama']",2000.0,North America,"['Historical', 'Fiction', 'Drama']",class young man enters classroom rifle orders men leave women stay comply shoots ceiling show serious tells women hates feminists Although women deny feminists shoots killing wounding others moves corridors cafeteria another classroom specifically targeting women film jumps back forth time several times shows male student JeanFrançois ordered leave classroom flee returns try stop killer andor help victims Two surviving women including Valérie play dead thinking killer returned time massacre JeanFrançois feeling guilty complying order leave classroom abandoning women commits suicide,37631.0,0.09746143,0,0.12472806,0.1654405,0,0,0,1,0.016617775,2009.0
2650,5092,1164646,/m/04cq1k,Iron Jawed Angels,2004.0,,123.0,['English Language'],['United States of America'],"['Indie', 'Docudrama', 'Period piece', 'Drama', 'Biopic [feature]', 'Feminist Film', 'Political drama']",2000.0,North America,"['Indie', 'Drama', 'Biography', 'Political', 'Feminist Film', 'Period']",film begins Alice Paul Lucy Burns return England participated womens suffrage movement pair becomes active within National American Woman Suffrage Association begin understand ideas much forceful established activists particularly Carrie Chapman Catt pair leave NAWSA found National Womens Party better way fight womens rights time problems occur NAWSA leaders criticize NWP tactics protesting wartime President Woodrow Wilson picketing outside White House Silent Sentinels Male supremacists famously label women ironjawed angels Relations American government NWP protesters also intensify many women arrested actions though official charge obstructing traffic women sent Occoquan Workhouse 60day terms suffer unsanitary inhumane conditions time Paul women undertake hunger strike paid guards forcefeed milk raw eggs News treatment leaks media husband one imprisoned women US Senator able lobby visit putting letter shirt Pressure put President Wilson NAWSA seizes opportunity try nineteenth amendment Constitution Paul Burns women pardoned President Wilson,10845.0,0.17708099,0,0.09704058,0.20681344,0,0,0,1,0.022104906,2004.0
