Unnamed: 0.1,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres,Plot_summary,level_0,vietnam,cold_war,irak_war,ww2,technology,economy,health,gender_equality,migration,year
65,132,22985953,/m/064kyn2,Beachhead,1954.0,1400000.0,90.0,[],['United States of America'],"['Action/Adventure', 'Action', 'Drama', 'Film adaptation', 'War film']",1950.0,North America,"['Film adaptation', 'Action/Adventure', 'Drama', 'War']",Expand section late October 1943 battalion US Marines landed Choiseul Island create diversion impending Allied invasion Japanese held Bougainville Island Four Frank Lovejoy Tony Curtis Skip Homeier Alan Wells selected reconnaissance patrol find French planter daughter Mary Murphy sent message Allies patrol must confirm message authentic planter still alive give Marines valuable information needed successful amphibious landing Allied forces,17678.0,1,0,0.07936941,0.3403995,0,0,0,0,0,1954.0
118,245,30109815,/m/0b447t7,Rogues' Regiment,1948.0,,86.0,['English Language'],['United States of America'],"['Thriller', 'Action', 'Adventure', 'Spy']",1940.0,North America,"['Thriller', 'Action/Adventure', 'Spy']",American Intelligence Agent Nazi hunter trail former SS war criminal reminiscent Martin Bormannhttpmoviesnytimescommoviereviewres9902EFD7163FE03ABC4851DFB4678383659EDE believed hiding French Foreign Legion Indochina,9059.0,1,0,0.20520598,0.30362,0,0,0,0,0,1948.0
244,478,19496914,/m/04m_q2v,Senza pietà,1950.0,,95.0,['Italian Language'],['Italy'],"['Drama', 'Black-and-white', 'War film']",1950.0,Europe,"['Black-and-white', 'Drama', 'War']",war ended soldiers color refused abandon northern Italy return America intolerance deserting Jerry falls love Angela local girl,5033.0,1,0,0.12142736,0.34062392,0,0,0,0,0,1950.0
522,998,10604572,/m/02qj_5b,Rebel Intruders,1980.0,,99.0,['Mandarin Chinese'],['Hong Kong'],"['Action', 'Martial Arts Film']",1980.0,Asia,"['Action/Adventure', 'Martial Arts Film']",China ripped apart civil war thousands displaced refugees swarm towns yet ravaged war Three refugees arrive one town three swear oath brotherhood similar fashion Liu Bei Guan Yu Zhang Fei join forces local rebel leaders escape south getting trouble Lu Feng exterminate rebels,26214.0,1,0,0.15762879,0.25699675,0,0,0,0,0,1980.0
555,1060,16647548,/m/03yjhrd,Fixed Bayonets!,1951.0,1450000.0,92.0,['English Language'],['United States of America'],"['Action/Adventure', 'Action', 'Drama', 'Film adaptation', 'War film']",1950.0,North America,"['Film adaptation', 'Action/Adventure', 'Drama', 'War']",film set first winter Korean War Red Chinese intervention story follows fate lone 48 man platoon left rear guard defend choke point cover withdrawal division exposed bridge subplot explores psychological makeup individuals charged leadership platoon therein examines nature service valor Ultimately command platoon falls upon Cpl Denno innate aversion responsibility lives others,7857.0,1,0,0.14493117,0.35744977,0,0,0,0,0,1951.0
582,1115,1472865,/m/0547wx,Telokhranitel,1979.0,,90.0,['Russian Language'],['Soviet Union'],['Action'],1970.0,Europe,['Action/Adventure'],setting Central Asia Russian civil war postrevolutionary twenties power European Russia fully hands workers peasants fight Basmachi rebels full swing Red Army detachment captures Sultan Mazar brains behind Bazmachi contingent decision made escort urgently prisoner Bukhara province difficult mission entrusted grizzled mountain trapper conscientious revolutionary called Mirzo expertise essential traverse precarious paths steep mountain ridges along way impossible terrain inexperienced group consisting Mirzo brother Kova Sultan daughter Zaranghis slave Saifulla set journey pursued doggedly along way Fattobeck ruthless new head Basmachis forced fight mountain ridges well negotiate natural dangers harsh elements,14888.0,1,1,0.20494041,0.28663266,0,0,0,0,0,1979.0
595,1138,1217079,/m/04j4tx,The Killing Fields,1984.0,34700291.0,142.0,"['French Language', 'Khmer language', 'English Language']",['United Kingdom'],"['Drama', 'Political drama', 'War film']",1980.0,Europe,"['War', 'Drama', 'Political']",Plot Cambodian capital Phnom Penh May 1973 Cambodian national army fighting civil war communist Khmer Rouge result Vietnam War overspilling country’s borders Dith Pran Cambodian journalist interpreter New York Times awaits arrival reporter Sydney Schanberg citys airport leaves suddenly Schanberg whose flight arrives three hours late takes cab hotel meets Al Rockoff Pran meets Schanberg later tells incident occurred town Neak Leung allegedly American B52 bombed town mistake Schanberg Pran try find transport Pran able sneak onto police boat takes Neak Leung find town bombed hundreds killed wounded including women children Schanberg Pran arrested try photograph execution two Khmer Rouge operatives Cambodian army officers eventually released Schanberg furious international press corps arrives US Army report sanitised version story Two years later 1975 embassies evacuated anticipation arrival Khmer Rouge Schanberg secures evacuation Pran wife four children However Pran insists would stay behind help Schanberg Prans family leaves Khmer Rouge move capital ostensibly peace parade city Schanberg suspicious positive way Khmer Rouge welcomed meets Rockoff tells come area heavy fighting taking place later met detachment Khmer Rouge immediately arrest Pran allowed armoured personnel carrier first able bribe Khmer Rouge leader group taken city back alley prisoners held executed Pran unharmed Cambodian civilian negotiates Khmer Rouge officer command several hours spare lives friends set free joining thousands refugees fleeing capital leave Phnom Penh instead retreat French embassy stay several days awaiting chance evacuate Informed Khmer Rouge ordered Cambodian citizens embassy handed fearing embassy overrun embassies comply Knowing Pran imprisoned killed Rockoff fellow photographer Jon Swain Sunday Times try forge British passport Pran use supplies find embassy buildings however picture fades options available Pran turned Khmer Rouge forced live totalitarian regime Several months returning New York City Schanberg midst personal campaign locate Pran appealed many humanitarian organisations kept close contact Prans family San Francisco Cambodia Pran become forced labourer Khmer Rouges Year Zero policy return agrarian ways past Pran labours rice fields watchful eyes young children sexes Khmer Rouge hold high regard future leaders regime Pran also forced attend propagandist classes many undergo reeducation intellectuals made disappear Pran feigns simplemindedness Eventually tries escape recaptured found members Khmer Rouge slips muddy cesspool filled rotting human corpses stumbles upon infamous killing fields Pol Pot regime murdered millions Cambodian citizens Sydney Schanberg receives journalism award coverage Cambodian conflict acceptance dinner tells audience half recognition award belongs Pran restroom confronted Rockoff harshly accuses enough locate Pran using friend win award Schanberg defends efforts saying contacted every humanitarian relief agency possible four years since Prans disappearance Rockoff suggests Schanberg subtly pressured Pran remain Cambodia Pran vital Sydneys work accusation hits close home Schanberg begins wonder whether put selfinterest ahead Prans safety finally confesses Pran stayed wanted stay Pran assigned leader different prison compound man named Phat charged mostly tending little boy Pran continues selfimposed discipline behaving uneducated peasant despite several Phat’s attempts trick revealing knowledge French English Phat begins trust Pran asks take ward son event killed Khmer Rouge engaged border war Vietnam conflict reaches Prans region battle ensues Khmer Rouge compound two jets sent destroy camp skirmish ended Pran discovers Phats son American money map leading safety Phat tries stop younger Khmer Rouge officers killing several comrades ignominiously shot confusion Pran escapes four prisoners begin long trek jungle Phat’s young son group later splits three head different direction Pran continues following map one However Pran’s companion steps hidden land mine holding child Though Pran pleads man give child mine goes killing Pran mourns time continues One day crests escarpment Dangrek Mountains sees Red Cross camp near border Thailand scene shifts Schanberg calling Prans family news Pran alive safe Soon Schanberg travels Red Cross camp reunited Pran Asking Pran forgive Pran answers smile Nothing forgive Sydney two embrace John Lennons song Imagine heard background,19678.0,1,0,0.06108667,0.05038335,0,0,0,0,0,1984.0
780,1474,34181242,/m/0hrdl6c,Bad Ass,2012.0,,90.0,[],[],['Action'],2010.0,Unknown,['Action/Adventure'],Decorated Vietnam vet Frank Vega returns home shunned society leaving without job high school sweetheart forty years later incident commuter bus protects elderly black man pair skinheads makes local hero hes suddenly celebrated good fortune suddenly turns worse best friend Klondike murdered police arent anything,6070.0,1,0,0.18250498,0.20560125,0,0,0,0,0,2012.0
814,1543,11284825,/m/02r69jl,Le Toubib,1979.0,,95.0,['French Language'],['France'],"['Romantic drama', 'Drama', 'War film']",1970.0,Europe,"['Romance', 'Drama', 'War']",film set modern war probably European country country Far East Behind battle lines medical unit surgeon falls love idealistic nurse initially difficult meeting,30130.0,1,0,0.1137769,0.41427392,0,0,0,0,0,1979.0
884,1680,16949071,/m/041313z,Kung Fu Tootsie,2007.0,,92.0,['Thai Language'],['Thailand'],"['Action', 'Comedy']",2000.0,Asia,"['Comedy', 'Action/Adventure']",Kung Fu Tootsie set Hong Kong story Tien Tao twins separated birth Tao living wealthy mafioso father Yong Hai mutilated rival gang must find lost son Tien living poverty mother become next head family Antics ensue however Tien turns Sonny Cher Sonny Corleone,35998.0,1,0,0.07465123,0.18004772,0,0,0,0,0,2007.0
