Unnamed: 0.1,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres,Plot_summary,level_0,vietnam,cold_war,irak_war,ww2,technology,economy,health,gender_equality,migration,year
9,18,32456683,/m/0gyryjt,Die Fahne von Kriwoj Rog,1967.0,,108.0,['German Language'],['German Democratic Republic'],[],1960.0,Europe,[nan],Otto Brosowski communist miner writes miners Soviet city Krivoy Rog telling harsh conditions friends work capitalist owners copper mine demand harder work receives Red Banner Nazis seize power Otto family hide flag authorities taking great personal risks 1945 Second World War nears end town occupied Americans also wish steel Banner July 1945 Americans retreat allow Red Army take area Brosowski family takes flag heads meet Soviets,6463.0,0.29896984,1,0.14157933,0.3827833,0,0.20471478,0.12668198,0.12313058,0.088924415,1967.0
414,800,17244218,/m/043qglw,Cozy Dens,1999.0,,115.0,['Czech Language'],['Czech Republic'],"['Family Drama', 'Comedy-drama', 'Period piece', 'Drama', 'Comedy', 'Coming of age']",1990.0,Europe,"['Comedy', 'Drama', 'Family', 'Coming-of-age', 'Period']",Pelíšky bittersweet comingofage story set months Christmas 1967 leading illfated 1968 Prague Spring Teenager Michal Šebek crush upstairs neighbor Jindřiška Krausová Michals family headed stubborn army officer firm supporter communist system believes communist technology eventually triumph western imperialist capitalism Jindřiškas father ardent foe Communists war hero imprisoned several times outspoken opposition regime believes Bolsheviks year maybe two contrast younger generation couldnt care less politics Instead Michal sports Beatles moptop Elien local hipster whose parents live USA runs local film group specialising Hollywood prewar French films Jindřiška becomes Eliens girlfriend wedding unites families film ends news breaking invasion Warsaw Pact,28640.0,0.2923079,1,0.23704293,0.2662704,0,0.12405471,0.06545383,0.15967444,0.1048346,1999.0
519,995,309159,/m/01syqn,Teheran 43,1981.0,,153.0,['Russian Language'],"['France', 'Switzerland', 'Soviet Union', 'Spain']","['Thriller', 'Crime Fiction', 'Drama', 'War film', 'Romance Film', 'Action']",1980.0,Europe,"['Thriller', 'War', 'Drama', 'Romance', 'Action/Adventure', 'Fiction']",movie assassination attempt Winston Churchill Joseph Stalin Franklin Delano Roosevelt Teheran Conference 1943 Teheran 43 starts 1980 Paris memories hero Andrei take story back 1943 Germans planned assassinate three men 37 years later German agent Max lives Françoise young Parisian woman hides another Nazi Scherner hunting Max failed carry planned assassinations Max trusts Françoise doesnt know works Scherner Another plot movie romance Andrei French woman Marie 1943 followed 1980,28735.0,0.25710523,1,0.18098672,0.3488425,0,0.07976966,0.03204436,0.15810677,0.07614745,1981.0
582,1115,1472865,/m/0547wx,Telokhranitel,1979.0,,90.0,['Russian Language'],['Soviet Union'],['Action'],1970.0,Europe,['Action/Adventure'],setting Central Asia Russian civil war postrevolutionary twenties power European Russia fully hands workers peasants fight Basmachi rebels full swing Red Army detachment captures Sultan Mazar brains behind Bazmachi contingent decision made escort urgently prisoner Bukhara province difficult mission entrusted grizzled mountain trapper conscientious revolutionary called Mirzo expertise essential traverse precarious paths steep mountain ridges along way impossible terrain inexperienced group consisting Mirzo brother Kova Sultan daughter Zaranghis slave Saifulla set journey pursued doggedly along way Fattobeck ruthless new head Basmachis forced fight mountain ridges well negotiate natural dangers harsh elements,14888.0,0.337533,1,0.20494041,0.28663266,0,0.0909415,0.1278262,0.100878075,0.0895288,1979.0
708,1336,15115743,/m/03hhz4_,Psy,1992.0,,104.0,['Polish Language'],['Poland'],"['Crime Fiction', 'Action/Adventure', 'Thriller', 'Drama', 'World cinema']",1990.0,Europe,"['Thriller', 'World', 'Drama', 'Action/Adventure', 'Fiction']",Poland right fall communism early 90s Former agents SB undergoing reevaluation new democratic Police directorship trying decide whether able incorporated new Police Franz Mauer one notorious service record ruthless devoted service thing cares since became estranged wife son Eventually recruited Police one best friends Olgierd isnt Facing unemployment Olgierd joins newly created crime group operates drug smuggling business Soon Franz Olgierd try cooperate spite new circumstances find enemies Besides Franzs relationship Angela young girl Franz befriended becomes complicated story continues especially Angela meets Olgierd Empty section,3936.0,0.25293922,1,0.12697193,0.31848025,0,0.14770338,0.11679106,0.13190174,0.10550567,1992.0
899,1710,16731651,/m/0404gn8,Promise at Dawn,1970.0,,102.0,['English Language'],"['United States of America', 'France']",['Drama'],1970.0,North America,['Drama'],film follows author Romain Gary recalls growing Russianborn mother two leave Russia France settle Paris twenty years pass encounter social change age different convictions poverty slow approach World War II,34665.0,0.2356862,1,0.14808989,0.32150826,0,0.14110216,0.11699381,0.15427724,0.14331105,1970.0
987,1854,9340076,/m/02854l1,Adrenalin: Fear the Rush,1996.0,37536.0,95.0,['English Language'],['United States of America'],"['Disaster', 'Thriller', 'Science Fiction', 'Action', 'Action/Adventure']",1990.0,North America,"['Thriller', 'Action/Adventure', 'Science Fiction', 'Disaster']",Soviet Union dissolved Russia chaos comes mysterious virus eventually kills everyone exposed virus eventually reaches United States Boston city quarantined wall built cutting Boston mainland foreign immigrants barred entering US since may carriers virus people allowed city special passports available working government agency black market Officer Delon mother desperately needs get away quarantined city give son blackmarket passport safezone called duty gang slaughtered kind creature police investigating monster superhuman abilities including speed strength team police officers including Delon Lemieux sent sewer system capture kill creature Slowly team killed one one Delon Lemieux remain Delon stumbles across team scientists sent kill creature know creature source deadly virus killed explode spread virus Boston Delon captured creature along two others Delon eventually manages kick creature unconscious order gain enough time break restrains grab pistol kill numerous shots Delon later rewarded two passports safezone one son,27807.0,0.28121495,1,0.111346185,0.2662354,0,0.13886625,0.2019917,0.067672536,0.155952,1996.0
1058,1983,43307,/m/0bw20,K-19: The Widowmaker,2002.0,65716126.0,138.0,"['Russian Language', 'English Language']","['United States of America', 'Canada', 'United Kingdom', 'Germany']","['Thriller', 'Action Thrillers', 'History', 'Action/Adventure', 'Period piece', 'Drama', 'Suspense', 'War film', 'Action', 'Political drama']",2000.0,North America,"['Thriller', 'Suspense', 'Drama', 'War', 'Historical', 'Action/Adventure', 'Political', 'Period']",1961 Soviet Union launches first ballistic missile nuclear submarine K19 — nicknamed Widowmaker due many deaths occurred construction ship led Captain Alexei Vostrikov aided executive officer Mikhail Polenin Polenin original captain crew served together time Vostrikovs appointment alleged aided wifes political connections first inspection Vostrikov discovers submarines reactor officer drunk asleep duty Polenins advice man best reactor officer fleet Vostrikov sacks officer orders Polenin request replacement new reactor officer arrives direct naval academy never sea Also preparation period subs launch ships medical officer killed struck oncoming truck subsequently replaced naval doctor longtime veteran also never served sea experience radiologically based illnesses K19s official launch bottle champagne fails break strikes bow sailors nervously glance due customary sign bad luck K19 puts sea trials Vostrikov orders series diving maneuvers directs Polenin simulate number emergencies including fires flooding times crews response happy performance number minor accidents exercises result injuries crew members addition Vostrikov points Polenin crew slow slipshod reaction completion exercises crew begin grumble Vostrikovs demanding orders authoritarian manner Polenin silences visits crews quarters heard thered complaining thought crew boat Meanwhile Vostrikov blames officers crews underperformance accusing soft men lacking leadership crews performance improves Vostrikov decides carry K19s first mission surface Arctic fire unarmed ballistic missile Vostrikov orders K19 submerge maximum operational depth surface rapidly fullspeed break Arctic packice estimates one metre thick Polenin regards maneuver dangerous surfacing procedure storms bridge scraping along underside ice K19 finally breaks surfaces apparent damage test missile launched successfully crew relieved exhilarated Vostrikovs bold maneuver crew allowed time play football ice group photograph taken Talking privately Polenin submarines political officer Suslov expresses confidence Vostrikov Polenin asserts captain lucky today thats K19 receives new orders sail North Atlantic patrol US east coast Washington New York K19 sails southwards pipe carrying coolant reactor cooling system springs leak bursts completely control rods inserted stop reactor without coolant reactor temperature continues rise rapidly Polenin reactor officer Radtchenko shocked discover backup coolant systems installed Vostrikov orders K19 surface may contact fleet command inform accident await orders upon surfacing discover longrange transmitter conning tower damaged unable contact fleet headquarters — Vostrikov assumes ruefully surfacing maneuver Arctic caused antenna damage reactor crew discuss options Radtchenko informs reactor temperature exceeds 1000° Celsius result catastrophic explosion may trigger detonation submarines nuclear warheads well estimate three four hours happens option try cool reactor opening directly exposed whole crew would die radiation poisoning suggest sending distress call submarines shortrange transmitter abandoning scuttling ship Vostrikov refuses consider idea Pavel Loktev senior reactor technician suggests piping K19s drinking water reactor cool order need construct system pipes transfer water Vostrikov approves plan crew work feverishly cannibalizing submarine construct piping system final phase requires sailors enter radiationfilled reactor room weld pipes together order restrict exposure deadly leaking radiation require three teams two working ten minutes time Vostrikov calls volunteers Pavel another crewman Anatoly Zubachev volunteer first team Vostrikov order others reactor orders Radtchenko part last team inspect success welds Polenin radiation safety officer discover K19 radiation suits chemical suits might well wear raincoats exclaims Polenin Nevertheless option lies men tells chemical suits protect first team enter reactor begin welding Emerging ten minutes later removing suits suffering severe radiation poisoning carried quarters doctor attends second team enters Meanwhile bridge captain officers crew monitor reactor temperature climbing steadily reactor room second team emerges badly poisoned first carried away time third team go Radtchenko overcome fear cannot bring enter reactor Chief engineer Gorelov volunteers go place complete welding everyones relief reactor temperature begins fall — plan seems worked submarine beginning fill radiation reactor door breached allow coolant pipe access Polenin wants seek help nearby NATO base Jan Mayen Vostrikov refuses surrender boat crew orders K19 sail towards USSR radio silence hope meet another Soviet submarine Polenin doubtful plan succeed relies luck Vostrikov informed helicopter approaching crew climb onto deck thinking Russian ship come save discover US Navy helicopter nearby US destroyer destroyer asking K19 requires assistance Vostrikov orders reply negative men deck notice crewman helicopter photographing drop trousers bare buttocks helicopter flies away Vostrikov refuses allow Americans anywhere near K19 US destroyer follows discreet distance Demichev torpedo officer meets Suslov private reminds political officer empowered remove Vostrikov captain judges Vostrikov jeopardizing mission hours friendly ship sighted weld connecting temporary coolant pipe reactor fails reactor temperature begins rise dangerously Radtchenko dons useless safety suit enters reactor alone fix broken weld Vostrikov orders K19 submerge rather abandon ship angering men K19 dives torpedo fuel spilled torpedo stripped pipes ignites resulting fire aft torpedo room Polenin refuses captains order implement fire suppression system would kill men fighting fire goes forward supervise effort gone Demichev Suslov produce pistols point Vostrikov Suslov announces replacing Vostrikov Polenin captain submarine surface immediately Vostrikov handcuffed ladder torpedo room fire extinguished Polenin returns told happened Good says asks Demichev Suslov hand weapons Polenin immediately orders Vostrikov released Demichev Suslov placed arrest Polenin admonishes attempted mutiny reaffirms Vostrikov captain K19 Vostrikov attempts reorder crew K19 submerge Polenin interrupts say Dont order ask Vostrikov explains situation reactor ballistic missiles explode K19 surfaced resulting nuclear blast destroy K19 also nearby US navy ship likely NATO base well K19 unable inform anyone outside world predicament United States Soviet Union anyone else know huge nuclear explosion destroyed US warship NATO base disaster could trigger World War III crew appreciate wider duty prepare dive deep scuttle submarine Radtchenko spent 18 minutes reactor successfully fixing weld temperature begins drop Vostrikov drags fatally poisoned officer reactor Vostrikov orders men boat scuttle rescued another Soviet submarine Vostrikov wants move crew submarine away radiation permission granted moves crew anyway Polenin warns sent gulag like father disobeying orders Vostrikov smiles says family tradition isnt Afterwards formal inquiry events Polenin speaks highly Captain Vostrikov rebukes convened tribunal hostile interrogations Vostrikov radiation afflicted crew even going far say None younone youhas right judge Captain Vostrikov werent captain captain would honor sail command inquiry acquits Vostrikov wrongdoing end never given command another Soviet submarine epilogue shows aged Captain Vostrikov 1989 putting dress uniform small flat catching train meet Polenin exactly 28 years accident Berlin Wall shown coming Vostrikov grumbles inconvenience Polenin informs anniversary day rescued commanders enter cemetery number surviving K19 crewmen gathered gravesite learn first time K19 survivors met since incident ordered never meet discuss incident inquiry Vostrikov visibly moved greets men informs nominated men dead radiation poisoning distinction Hero Soviet Union told worthy title died battle result accident men drink toast deceased comrades flashback crew posing photograph ice shown,27598.0,0.16430505,1,0.14565875,0.20274124,0,-0.035137016,0.024698712,0.07589522,0.033081777,2002.0
1086,2031,26057620,/m/0b6dr4f,5 Branded Women,1960.0,,115.0,['English Language'],"['United States of America', 'Italy']","['Drama', 'War film']",1960.0,North America,"['War', 'Drama']",Yugoslav partisans grimly crop hair village quintet women believed consorted occupational Nazis Four various reasons indeed seducer lone swaggering sergeant partisans briskly emasculate Escorted town sheepish Nazis forlorn ladies link patriotically romantically band tough mountain guerrillas,1896.0,0.2904573,1,0.11705685,0.32417446,0,0.030019864,0.031967677,0.20043856,0.027970046,1960.0
1309,2474,33117374,/m/0h68qcn,Once Upon a Time in the East,2011.0,,126.0,[],[],['Documentary'],2010.0,Unknown,['Documentary'],Bulgaria part Eastern bloc joined race freedom democracy 1990s Thousands flooded streets speaking minds blistering hopes developing new democratic forms society Within years new systems government transformed released criminals prisoners sportsmen mainly wrestlers groups street gangs racketeers security companies gangs thugs newly appointed democrats privatized country 20 years later one man stood tell story former wrestler – Georgi Stoev,8673.0,0.2566076,1,0.23337984,0.1705713,0,0.1854901,0.115467295,0.21928912,0.18438599,2011.0
