Unnamed: 0.1,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Decade,Movie_continent,Grouped_genres,Plot_summary,level_0,vietnam,cold_war,irak_war,ww2,technology,economy,health,gender_equality,migration,year
2192,4183,1166501,/m/04cw79,Mifune's Last Song,1999.0,,101.0,['Danish Language'],"['Denmark', 'Sweden']","['Romantic comedy', 'Dogme 95', 'World cinema', 'Family Drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",1990.0,Europe,"['Dogme 95', 'Comedy', 'Romance', 'Drama', 'World', 'Family']",Kresten moved parents farm small Danish island Copenhagen pursue working career father dies move back farm nothing much happened since left places ad local newspaper get help running farm taking care retarded brother prostitute Liva running away harassing telephone calls takes job running away ones past isnt easy,18959.0,0.17262438,0,0.18919863,0.11922254,0,0,0,0,1,1999.0
4917,9473,35013703,/m/0j65452,Makan esmoh alwatan,2006.0,,61.0,['Egyptian'],['Egypt'],"['Family Film', 'Drama', 'Documentary']",2000.0,Africa,"['Documentary', 'Drama', 'Family']",Four young Egyptians take different paths find place call Home Due economical religious educational reasons faced difficulties force look way emigration trying live people surround,9851.0,0.1500276,0,0.101842865,0.026007619,0,0,0,0,1,2006.0
5459,10552,35013163,/m/0j63t34,Semillas que el mar arrastra,2008.0,,52.0,[],"['Spain', 'Senegal', 'Cameroon']",['Documentary'],2000.0,Europe,['Documentary'],Africa many children dream crossing sea leaving families homes behind believing theyll real chance side manage make crossing soon discover reality far imagined find internment centers documentary lends voice age immigrants long better life,19241.0,0.3176266,0,0.2053638,0.24551396,0,0,0,0,1,2008.0
6648,12871,35647254,/m/0jkwz1w,Alyah,2012.0,,90.0,['French Language'],['France'],['Drama'],2010.0,Europe,['Drama'],Alex 27yearold Jewish drug dealer lives Paris plans Aliyah move Israel chance better life Alexs desire move Israel much grown Zionism nothing holds back France spite recent encounter gentile girl Jeanne,12746.0,0.13824299,0,0.2922964,0.09000461,0,0,0,0,1,2012.0
6945,13437,12595562,/m/02wx4ys,Mamá cumple cien años,1979.0,,100.0,['Spanish Language'],['Spain'],"['Black comedy', 'Satire', 'Comedy-drama', 'Comedy']",1970.0,Europe,"['Comedy', 'Drama', 'Satire']",resurrected British governess Ana returns isolated country estate arid region Castile 15 years earlier murdered absence children become men women family become transformed Spains political cultural changesKinder Marsha Carlos Saura political development individual consciousness Film Quarterly Issue 3 Spring 1979 family keen restore economic power see sale family estate solution However Mamá reluctant sell wanting leave memories subsequently intended victim murder plotref name2008firstBentleytitleBoydell Brewer Ltd,10863.0,0.15866332,0,0.118329845,0.11155308,0,0,0,0,1,1979.0
9423,18216,23790720,/m/06_wgym,Ocean of Pearls,2008.0,,97.0,[],['United States of America'],"['Drama', 'Indie']",2000.0,North America,"['Indie', 'Drama']",Dr Amrit Singh young Sikh surgeon moves Toronto Detroit take position new transplant facility leaving behind family Indian girlfriend film follows Amrits struggles pressures assimilate including considering removing turban cutting hair racial discrimination unfair medical system uninsured patients cannot receive transplants romantic temptation shape attractive colleagueCite news,26483.0,0.049053203,0,0.09279754,0.02375181,0,0,0,0,1,2008.0
9917,19201,22243471,/m/05q962c,Pulse 3: Invasion,2008.0,,91.0,[],['United States of America'],['Horror'],2000.0,North America,['Horror'],Seven years invasion humankind fled cities billions died plague spread internet Justine dreams life beyond squalid refugee camp technology taboo discovers last working laptop opens like Pandoras box Someone waiting online someone wants desperately meet catch must return city longing surpasses fear Justine embarks terrifying journey back heart began waits something could possibly imagined,30140.0,0.16710466,0,0.054127112,0.20526405,0,0,0,0,1,2008.0
10979,21214,28993970,/m/0dgnmdx,Crab Trap,2009.0,,96.0,['Spanish Language'],"['France', 'Colombia']","['Drama', 'World cinema']",2000.0,Europe,"['Drama', 'World']",Daniel arrives AfroColombian community La Barra Colombia’s Pacific coast looking boat leave country intends stay days strange shortage fish affected La Barra fishermen sailing far sea hopes finding new resources circumstances make Daniel’s search difficult meantime villagers issues Cerebro leader community trying adjust advent modernity,14271.0,0.12574846,0,0.19735363,0.004365608,0,0,0,0,1,2009.0
11040,21321,25894531,/m/0b6h0cd,Tora-san's Love in Osaka,1981.0,,104.0,[],['Japan'],['Japanese Movies'],1980.0,Asia,['Japanese Movies'],travels bring Osaka Torasan falls love local geisha helps track estranged brother informs family plans marry plans foiled geisha informs Torasan engagedref name httpwwwkinejunjpcinemaid17080title20100121languageKinema Junporef name Stuart last Stuart Galbraith IVurlTorasan 27 Torasans Manysplintered Love date20100121publisherhttpftvdbbfiorguksifttitle305826title20100121publisherBritish Film Institute,35049.0,0.14238244,0,0.19801445,0.087326065,0,0,0,0,1,1981.0
12477,24068,35179609,/m/0j671bq,Aicha è tornata,2011.0,,34.0,"['French Language', 'Arabic Language', 'Italian Language']",['Italy'],"['Short Film', 'Documentary']",2010.0,Europe,"['Short Film', 'Documentary']",“I’ve come back… miss friends air Italy… it’s like prison” short sentences prologue summarize suffering six migrants returned home provinces Khouribga Beni Mellal Fkih Ben Salah socalled “Triangle Death” main area emigration Morocco South Europe Often forced return experience humiliation frustration returning poverty reabsorbed families regret freedom Europe womenRefFCAAAL,25312.0,0.18857658,0,0.15283819,0.16042525,0,0,0,0,1,2011.0
